,gtin,return_code,company_prefix,name,street,postcode,city,sum_sales,query_date,isocode
10161,4.01174E+12,0,4011740,Brauerei zum Kuchlbauer GmbH &amp; Co. KG,Römerstr. 5-9,93326,Abensberg,769590.2,29/10/2021 20:52,DEU
10206,4.01175E+12,0,4011752,Oldenburger Geflügelspezialitäten GmbH &amp; Co. KG,Brägeler Str. 110,49393,Lohne,11887.71,29/10/2021 20:54,DEU
10207,4.01175E+12,0,4011753,GmbH &amp; Co. KG,Lauterbachstr. 55,84307,Eggenfelden,1222.84,29/10/2021 20:54,DEU
10209,4.01179E+12,0,4011793,Vogelsberger Landbrauereien GmbH,Cent 8,36341,Lauterbach,61568.32,29/10/2021 20:54,DEU
10210,4.0118E+12,0,4011800,Schwartauer Werke GmbH &amp; Co. KGaA,Lübecker Str. 49-55,23611,Bad Schwartau,602.22,29/10/2021 20:54,DEU
10211,4.0118E+12,0,4011803,Vogelsberger Landbrauereien GmbH,Cent 8,36341,Lauterbach,5539.65,29/10/2021 20:54,DEU
10212,4.01181E+12,0,4011808,Westerwald-Bio GmbH,Rother Str. 17,35713,Eschenburg,73905.84,29/10/2021 20:54,DEU
10213,4.01184E+12,0,4011840,Bier Schneider GmbH,Allerstr. 23,53332,Bornheim,297.27,29/10/2021 20:54,DEU
10214,4.01184E+12,0,4011841,Spezialitäten und Edelobstbrennerei Bauer GmbH &amp; Co. Betr. KG,Beuchen 70-72,63916,Amorbach,90.22,29/10/2021 20:54,DEU
10244,4.01186E+12,0,4011856,NUTFIELDS GmbH,Am Quarzitbruch 7,65817,Eppstein,13845.13,29/10/2021 20:55,DEU
10245,4.01187E+12,0,4011869,Römerhof Weinkellerei GmbH,Moselweinstr. 70,54349,Trittenheim,29429.75,29/10/2021 20:55,DEU
10309,4.01191E+12,0,4011905,TRIXIE Heimtierbedarf GmbH &amp; Co. KG,Industriestr. 32,24963,Tarp,109370.91,29/10/2021 20:58,DEU
10310,4.01191E+12,0,4011914,Heim'sche Privat-Sektkellerei GmbH,Maximilianstr. 32,67433,Neustadt,482.65,29/10/2021 20:58,DEU
10324,4.01194E+12,0,4011941,Feinbäckerei Rünz GmbH,Auf dem Hahnenberg 18,56218,Mülheim-Kärlich,250054.76,29/10/2021 20:58,DEU
10325,4.01195E+12,0,4011947,Dr. Scholze Confiserie GmbH &amp; Co. KG,Zeppelinstr. 28,21337,Lüneburg,10567.74,29/10/2021 20:58,DEU
10326,4.01195E+12,0,4011948,Anton W. Biroth GmbH &amp; Co KG,Naheweinstr 8,55444,Schweppenhausen,8839739.21,29/10/2021 20:58,DEU
10327,4.01195E+12,0,4011954,Winzergenossenschaft Rheingrafenberg eG,Naheweinstr. 63,55566,Meddersheim,1104601.48,29/10/2021 20:58,DEU
10328,4.01197E+12,0,4011965,Alde Gott Edelbrände Schwarzwald eG,Talstr. 2,77887,Sasbachwalden,5418253.9,29/10/2021 20:58,DEU
10329,4.01198E+12,0,4011984,Seidel Schatz GmbH,Johann Feilner Str. 2,95511,Mistelbach,84.73,29/10/2021 20:58,DEU
10330,4.01199E+12,0,4011993,Alde Gott Winzer Schwarzwald eG,Talstr. 2,77887,Sasbachwalden,1442.26,29/10/2021 20:58,DEU
10331,4.01201E+12,0,4012014,Marke Nette,Römermauer 3,54634,Bitburg,11701.37,29/10/2021 20:58,DEU
10332,4.01203E+12,0,4012026,Wurst Müller - Der Wurstmacher GmbH,Jäckstr. 24-26,96052,Bamberg,2635.4,29/10/2021 20:58,DEU
10333,4.01203E+12,0,4012028,Oelkers MARKET IN GmbH,Bahnhofstr. 15,82340,Feldafing,197206.03,29/10/2021 20:58,DEU
10334,4.01205E+12,0,4012049,Frankenheim GmbH &amp; Co. KG,Wielandstr. 12,40211,Düsseldorf,627450.73,29/10/2021 20:59,DEU
10387,4.01207E+12,0,4012074,Menz &amp; Könecke GmbH,An der Beek 255,41372,Niederkrüchten,1439.61,29/10/2021 21:00,DEU
10390,4.01211E+12,0,4012107,Ostermühle Naturkost GmbH Rolf Mack,Mühlgasse 30,89129,Langenau,5777.74,29/10/2021 21:01,DEU
10391,4.01212E+12,0,4012118,H.-P. Schreiner,Moselweinstr. 84,54487,Wintrich,19649447.05,29/10/2021 21:01,DEU
10392,4.01212E+12,0,4012121,Max Meyer &amp; Max Horn GmbH,Seebeckstraße 5,24568,Kaltenkirchen,58666415.03,29/10/2021 21:01,DEU
10393,4.01215E+12,0,4012148,Kunstmühle Benz e.K.,Mühleweg 8,89520,Heidenheim,37404.68,29/10/2021 21:01,DEU
10394,4.01217E+12,0,4012172,Weingärtner Stromberg-Zabergäu eG,Neipperger Str. 60,74336,Brackenheim,347335.26,29/10/2021 21:01,DEU
10395,4.01218E+12,0,4012183,HFS Getränke GmbH ,Niederwarthaer Str. 14,1445,Radebeul,1000.13,29/10/2021 21:01,DEU
10396,4.0122E+12,0,4012200,Carl Kühne KG (GmbH &amp; Co.),Kühnehöfe 11,22761,Hamburg,15221.57,29/10/2021 21:01,DEU
10397,4.0122E+12,0,4012203,Concept GmbH,Feldstr. 4,44867,Bochum-Wattenscheid,38180.83,29/10/2021 21:01,DEU
10398,4.01223E+12,0,4012229,EIPRO-Vermarktung GmbH &amp; Co. KG,Gewerbering 20,49393,Lohne,85668.23,29/10/2021 21:01,DEU
10401,4.01226E+12,0,4012261,AZETT-Seifenfabrik GmbH &amp; Co. KG,Kempter Str. 52,87700,Memmingen,87673.86,29/10/2021 21:01,DEU
10411,4.01226E+12,0,4012263,IBIS Backwarenvertriebs GmbH,Pascalstraße 14,52076,Aachen,46.87,29/10/2021 21:01,DEU
10412,4.01227E+12,0,4012268,Bayerische Milchindustrie eG,E.ON-Allee 1,84036,Landshut,8418.29,29/10/2021 21:01,DEU
10413,4.01227E+12,0,4012273,Johnson &amp; Johnson GmbH,Johnson&amp;Johnson Platz 2,41470,Neuss,28565.75,29/10/2021 21:01,DEU
10414,4.01228E+12,0,4012279,PICK Deutschland GmbH,An der Alten Ziegelei 1,40789,Monheim am Rhein,1485.17,29/10/2021 21:01,DEU
10617,4.01232E+12,0,4012318,Ammerländer Großbäckerei GmbH &amp; Co. KG ,Kastanienstr. 45,26655,Westerstede,963763.1,29/10/2021 21:09,DEU
10640,4.01233E+12,0,4012331,Meeraner Feine Spirituosen,Glauchauer Str. 9,8393,Meerane,301073.39,29/10/2021 21:10,DEU
10641,4.01234E+12,0,4012338,gpi green partners international GmbH &amp; Co. KG,Rockwoolstr. 14,45966,Gladbeck,3482363.88,29/10/2021 21:10,DEU
10642,4.01234E+12,0,4012339,Velind Aerosol GmbH,Passower Chaussee 111,16303,Schwedt,3036050.86,29/10/2021 21:10,DEU
10643,4.01234E+12,0,4012340,Hoinkis Vertriebs GmbH,Am Flugplatz 16 B,2828,Görlitz,10493810.04,29/10/2021 21:10,DEU
10644,4.01234E+12,0,4012341,Schlichting GmbH,Falkensteiner Str. 6,8529,Plauen,6606309.4,29/10/2021 21:10,DEU
10645,4.01235E+12,0,4012346,Ulrich Walter GmbH,Dr. Jürgen-Ulderup-Str. 12,49356,Diepholz,6379772.37,29/10/2021 21:10,DEU
10743,4.01237E+12,0,4012367,Dresdener Mühle GmbH,Waltherstr. 2,1067,Dresden,252650.46,29/10/2021 21:13,DEU
10744,4.01237E+12,0,4012371,EWG Eberswalder Wurst GmbH,Joachimsthaler Str. 100,16230,Britz,294161.28,29/10/2021 21:13,DEU
10745,4.01237E+12,0,4012374,Matthias Stöger GmbH,Osterbuchberger Weg 2,83236,Übersee,179136.52,29/10/2021 21:14,DEU
10746,4.01239E+12,0,4012387,Rosenlöcher GmbH &amp; Co. Spezial- futtermittel und Heimtiernahrung KG,Gewerbering 33,1809,Dohna,23010.7,29/10/2021 21:14,DEU
10747,4.0124E+12,0,4012400,Dalli-Werke GmbH &amp; Co. KG Abt. Rechnungswesen,Zweifaller Str. 120,52224,Stolberg,1067476.43,29/10/2021 21:14,DEU
10748,4.0124E+12,0,4012402,Düngemittelwerk COSWIG GmbH,Antonienhüttenweg 24,6869,Coswig,66066.92,29/10/2021 21:14,DEU
10750,4.01242E+12,0,4012422,Inh. Dipl. Ing. agr. Jochen Becker,Vordergasse 14-18,67592,Flörsheim-Dalsheim,4711.53,29/10/2021 21:14,DEU
10751,4.01243E+12,0,4012425,Carl Warrlich GmbH,Falkener Landstr. 9,99830,Treffurt,288920.56,29/10/2021 21:14,DEU
10752,4.01243E+12,0,4012429,Hardenberg-Wilthen AG,Vorderhaus 2,37176,Nörten-Hardenberg,130782.42,29/10/2021 21:14,DEU
10753,4.01243E+12,0,4012433,tBottlers GmbH,Hallesche Str. 34,6779,Raguhn-Jeßnitz,13770.35,29/10/2021 21:14,DEU
10754,4.01244E+12,0,4012440,Oettinger Brauerei GmbH,Brauhausstr. 8,86732,Oettingen,5665.78,29/10/2021 21:14,DEU
10755,4.01244E+12,0,4012444,Vertrieb landw. Erzeugnisse,Friedrichweiler Str. 34a,66787,Wadgassen,1164472.96,29/10/2021 21:14,DEU
10756,4.01245E+12,0,4012448,Mecklenburger Kartoffelveredlung GmbH,Dr.-Raber-Str. 3,19230,Hagenow,1474816.89,29/10/2021 21:14,DEU
10757,4.01245E+12,0,4012452,EPI-COS GmbH,Ernst-Thälmann-Allee 19,7937,Zeulenroda-Triebes,3428.01,29/10/2021 21:14,DEU
10758,4.01247E+12,0,4012471,CATOLET GmbH &amp; Co. KG,Dr. Rudolf-Eberle-Str. 36,79774,Albbruck,89.9,29/10/2021 21:14,DEU
10815,4.01248E+12,0,4012483,Handels GmbH &amp; Co. KG,Paul-Wesjohann-Str. 45,49429,Visbek,196527.5,29/10/2021 21:16,DEU
10827,4.01251E+12,0,4012505,H.-P. Klughardt GmbH,Trettaustr. 22,21107,Hamburg,1891.11,29/10/2021 21:17,DEU
10828,4.01251E+12,0,4012511,Likörfabrikation &amp; Destillerie,Oberhain 2,7426,Oberhain,3784.77,29/10/2021 21:17,DEU
10829,4.01253E+12,0,4012532,Badusan GmbH,Leutewitzer Ring 77,1169,Dresden,1873.75,29/10/2021 21:17,DEU
10831,4.01255E+12,0,4012545,GmbH &amp; Co. KG,Postplatz 6,71032,Böblingen,1484.31,29/10/2021 21:17,DEU
10844,4.01258E+12,0,4012576,Ostthüringer Nahrungsmittelwerk Gera GmbH,Elsterdamm 1,7548,Gera,24334.34,29/10/2021 21:17,DEU
10845,4.01258E+12,0,4012584,Herstellungs und Vertriebs GmbH,Klausnerring 13,85551,Kirchheim bei München,5915.61,29/10/2021 21:17,DEU
10846,4.01259E+12,0,4012586,Annaberger Backwaren GmbH,Alte-Königswalder Str. 1,9456,Annaberg-Buchholz,9631.4,29/10/2021 21:17,DEU
10847,4.01259E+12,0,4012592,NUTH GmbH &amp; Co. KG,Hauptstr. 4,99831,Amt Creuzburg OT Buchenau,63367.42,29/10/2021 21:17,DEU
10848,4.0126E+12,0,4012595,Sektgut MOTZENBÄCKER GmbH    ,Weinstr. 80,67146,Deidesheim,2574.19,29/10/2021 21:17,DEU
10849,4.0126E+12,0,4012602,Eier-Kartoffeln Mechelen,Friedenstr. 185,47574,Goch,45862.63,29/10/2021 21:17,DEU
10850,4.01263E+12,0,4012625,LAGER &amp; VERWALTUNG,Sandstr. 23,40878,Ratingen,5869.52,29/10/2021 21:17,DEU
10857,4.01264E+12,0,4012642,Francia Mozzarella GmbH,Volkmarstr. 9-11,12099,Berlin,17709.22,29/10/2021 21:18,DEU
10858,4.01265E+12,0,4012645,Mecklenburger Backstuben GmbH,Am Alten Bahndamm 15,17192,Waren,7965.68,29/10/2021 21:18,DEU
10859,4.01267E+12,0,4012665,Keunecke Feinkost GmbH,Große Gasse 367,6493,Ballenstedt OT Badeborn,19511.16,29/10/2021 21:18,DEU
10860,4.01268E+12,0,4012677,Sänger GmbH,Zeller Weg 30/Ind.geb. Herdwiesen,74575,Schrozberg,20329.43,29/10/2021 21:18,DEU
10861,4.01268E+12,0,4012679,Sachsenland Fruchtquell GmbH,Marienberger Str. 57,9429,Wolkenstein,2956.93,29/10/2021 21:18,DEU
10862,4.01268E+12,0,4012682,Konservenvertriebs GmbH,Große Ringstraße,38820,Halberstadt,360.23,29/10/2021 21:18,DEU
10863,4.01268E+12,0,4012683,FleischsalatuMayonnaisenfabrikation Wolfgang Schmidt OHG,Reißiger Gewerbering 15,8525,Plauen,158615.21,29/10/2021 21:18,DEU
10865,4.01271E+12,0,4012707,Schloß Wackerbarth,Wackerbarthstr. 1,1445,Radebeul,66552.84,29/10/2021 21:18,DEU
10866,4.01271E+12,0,4012708,Likörfabrik Müller GbR,Hauptstr. 94,1833,Dürrröhrsdorf,78.13,29/10/2021 21:18,DEU
10867,4.01271E+12,0,4012712,Spreewaldkonserve Golßen GmbH,Bahnhofstr 1,15938,Golßen,663.2,29/10/2021 21:18,DEU
10877,4.01273E+12,0,4012730,Lautergold Paul Schubert GmbH,August-Bebel-Str. 5,8315,Lauter-Bernsbach,2016273.89,29/10/2021 21:18,DEU
10879,4.01275E+12,0,4012750,Güstrower Schlossquell GmbH &amp; Co. KG,Ziegelwiese 5,18273,Güstrow,167327.65,29/10/2021 21:18,DEU
10880,4.01276E+12,0,4012758,Werk Riesa,Beiersdorfer Str. 1,79423,Heitersheim,407409.67,29/10/2021 21:19,DEU
10913,4.01279E+12,0,4012794,GmbH &amp; Co. KG,Boschstraße 3,24568,Kaltenkirchen,2.15,29/10/2021 21:20,DEU
10914,4.0128E+12,0,4012800,Schwarzkopf Hans &amp; Henkel GmbH &amp; Co. LfNr.: 19013,Hohenzollernring 127,22763,Hamburg,1731525.22,29/10/2021 21:20,DEU
10915,4.01282E+12,0,4012824,YOGI TEA GmbH,Burchardstr. 24,20095,Hamburg,783.13,29/10/2021 21:20,DEU
10916,4.01283E+12,0,4012826,Landesweingut Kloster Pforta GmbH,Saalberge 73,6628,Bad Kösen,159379.1,29/10/2021 21:20,DEU
10917,4.01283E+12,0,4012828,GOTANO GmbH,Seitenstr. 33,98529,Suhl,5279.79,29/10/2021 21:20,DEU
10918,4.01283E+12,0,4012829,Diäko GmbH,Krähenweg 7,22459,Hamburg,2709.58,29/10/2021 21:20,DEU
10919,4.01284E+12,0,4012836,Ein Untern. der WHG Weißenfelser Handels-Ges. mbH,Thulestr. 28/30,13189,Berlin,12305.54,29/10/2021 21:20,DEU
10920,4.01284E+12,0,4012839,Rügen Fisch AG,Straße der Jugend 10,18546,Sassnitz,121751.12,29/10/2021 21:20,DEU
10921,4.01284E+12,0,4012840,Sachsenkrone GmbH,Am Piperfenn 7,14776,Brandenburg,3956.45,29/10/2021 21:20,DEU
10922,4.01284E+12,0,4012842,Döbelner Spezialitäten GmbH,August-Julius-Clemen-Str.  1B,4720,Döbeln,83.9,29/10/2021 21:20,DEU
10923,4.01284E+12,0,4012843,Lautergold Paul Schubert GmbH,August-Bebel-Str. 5,8315,Lauter-Bernsbach,2104.87,29/10/2021 21:20,DEU
10924,4.01285E+12,0,4012850,Vogtlandmilch GmbH,Pausaer Str. 167,8525,Plauen,162896.16,29/10/2021 21:20,DEU
10925,4.01285E+12,0,4012852,Gebr. Ehrnsperger KG,Amberger Str. 1,92318,Neumarkt,99151.46,29/10/2021 21:20,DEU
10929,4.01286E+12,0,4012860,Bautz'ner Senf &amp; Feinkost GmbH,Großdubrauer Str. 36,2625,Bautzen,909008.41,29/10/2021 21:20,DEU
10936,4.01287E+12,0,4012868,Winzergenossenschaft Waldulm/Baden e.G.,Weinstr 37,77876,Kappelrodeck,51678.7,29/10/2021 21:21,DEU
10949,4.01288E+12,0,4012880,Lausitzer Früchteverarbeitung GmbH,Hauptstr. 79,2689,Sohland,4206.93,29/10/2021 21:21,DEU
10952,4.01292E+12,0,4012916,Schwaaner Fischwaren GmbH,Niendorfer Chaussee 2,18258,Schwaan,370193.25,29/10/2021 21:21,DEU
10953,4.01292E+12,0,4012918,Lausitzer Food Ingredients GmbH,Hauptstr. 79,2689,Sohland,121935.35,29/10/2021 21:21,DEU
10954,4.01292E+12,0,4012919,Pulsnitzer Lebkuchenfabrik GmbH,Feldstr. 15,1896,Pulsnitz,81950.77,29/10/2021 21:21,DEU
10955,4.01292E+12,0,4012921,Geha Mühlen &amp; Back GmbH,Mühlbergstr. 26,2627,Weißenberg,148011.44,29/10/2021 21:21,DEU
10956,4.01293E+12,0,4012926,Max &amp; Moritz Feinkost GmbH,Hansenweg 6,59494,Soest,82368.74,29/10/2021 21:21,DEU
10957,4.01293E+12,0,4012933,B. S. Bauprogramm GmbH,Rüschfeld 1,33397,Rietberg,1997.6,29/10/2021 21:21,DEU
10978,4.01294E+12,0,4012941,Schinkenspezialitäten GmbH,Erlensumpfstr. 1,18147,Rostock,28849.62,29/10/2021 21:22,DEU
11009,4.01295E+12,0,4012949,Landwehr-Bräu GmbH &amp; Co. KG,Reichelshofen 31,91628,Steinsfeld,8817871.63,29/10/2021 21:23,DEU
11010,4.01295E+12,0,4012950,Lausitzer Früchteverarbeitung GmbH,Hauptstr. 79,2689,Sohland,133725.29,29/10/2021 21:23,DEU
11011,4.01296E+12,0,4012956,Börde Käse GmbH,Bahnhofstr. 34,39345,Vahldorf,105886.08,29/10/2021 21:23,DEU
11012,4.01297E+12,0,4012965,DMK Deutsches Milchkontor GmbH,Industriestr. 27,27404,Zeven,3581.15,29/10/2021 21:23,DEU
11013,4.01297E+12,0,4012970,Brandt Backwaren Vertriebs GmbH,Enneper Straße 152,58135,Hagen,5016.62,29/10/2021 21:23,DEU
11014,4.01297E+12,0,4012971,Mecklenburger Spirituosenfabrik G. Winkelhausen GmbH 18273 Güstrow,Rövertannen 21,18273,Güstrow,275217.35,29/10/2021 21:23,DEU
11015,4.01298E+12,0,4012982,Kinella GmbH,Reumtengrüner Weg 13,8236,Ellefeld,62221.23,29/10/2021 21:24,DEU
11016,4.01299E+12,0,4012992,Lemoine Germany GmbH,Lößnitztal 126,9569,Oederan / OT Lößnitztal,887.26,29/10/2021 21:24,DEU
11017,4.01299E+12,0,4012993,Brau und Brunnen Brauereien GmbH,Steigerstr. 20,44145,Dortmund,139.65,29/10/2021 21:24,DEU
11022,4.013E+12,0,4013004,Weißbierbrauerei Hopf GmbH,Schützenstr. 8-10,83714,Miesbach,282055.95,29/10/2021 21:24,DEU
11023,4.01301E+12,0,4013006,CPR GmbH,Im Kirchenfelde 8,31157,Sarstedt,73234.36,29/10/2021 21:24,DEU
11024,4.01301E+12,0,4013008,Feintechnik GmbH Eisfeld,Seeweg 4,98673,Eisfeld,322956.84,29/10/2021 21:24,DEU
11025,4.01302E+12,0,4013024,Klosterbrauerei Andechs,Bergstr. 2,82346,Andechs,3602.46,29/10/2021 21:24,DEU
11026,4.01303E+12,0,4013031,Viba sweets GmbH,Die Aue 7,98593,Floh-Seligenthal,3016241.28,29/10/2021 21:24,DEU
11027,4.01303E+12,0,4013032,MAWA Kosmetik GmbH,Ernst-Thälmann-Allee 19,7937,Zeulenroda-Triebes,2621.05,29/10/2021 21:24,DEU
11028,4.01303E+12,0,4013034,Zuegg Deutschland GmbH,Freienwalder Chaussee 21,16356,Werneuchen,102.25,29/10/2021 21:24,DEU
11033,4.01304E+12,0,4013044,LECKER''s Bio Manufaktur GmbH,Hinter dem Turm 31,55286,Wörrstadt,8564.67,29/10/2021 21:24,DEU
11037,4.01306E+12,0,4013058,Böhmisch Brauhaus Großröhrsdorf GmbH,Bahnhofstr. 11,1900,Großröhrsdorf,89.2,29/10/2021 21:24,DEU
11046,4.01306E+12,0,4013064,ERU Deutschland GmbH,Stresemannallee 4 b,41460,Neuss,1100.41,29/10/2021 21:25,DEU
11048,4.01309E+12,0,4013092,Aromatique GmbH Spirituosenfabrik,Am Hochheimer See 13,99192,Neudietendorf,5120.55,29/10/2021 21:25,DEU
11049,4.0131E+12,0,4013098,Alfons Schnurr GdbR,Sommerseite 20,77889,Seebach,26216.01,29/10/2021 21:25,DEU
11050,4.0131E+12,0,4013100,Sektkellerei Schloß Böchingen ZN d. Carstens-Haefelin Kell. AG &amp; Co. KG,Im Schloß,76833,Böchingen,182.93,29/10/2021 21:25,DEU
11051,4.0131E+12,0,4013103,Pierre Meyer GmbH,Blumenstr. 2,77694,Kehl a. Rhein,444371.46,29/10/2021 21:25,DEU
11052,4.01311E+12,0,4013109,Nahrungsmittelherstellung,Berliner Str. 216,6116,Halle,132723.27,29/10/2021 21:25,DEU
11054,4.01312E+12,0,4013123,Naturgut GmbH,Tuskulumweg 22,79837,St. Blasien,4325.34,29/10/2021 21:25,DEU
11055,4.01313E+12,0,4013126,Heist Teigwaren,Am Eckertsberg 10,64720,Michelstadt,260.69,29/10/2021 21:25,DEU
11056,4.01314E+12,0,4013138,Wurzener Nahrungsmittel GmbH,Am Mühlgraben 1,4808,Wurzen,7.47,29/10/2021 21:25,DEU
11057,4.01314E+12,0,4013143,Bad Liebenwerda GmbH,Am Brunnenpark 1-4,4924,Bad Liebenwerda,202502.68,29/10/2021 21:25,DEU
11058,4.01315E+12,0,4013154,Mauritius Brauerei GmbH,Talstr. 2,8066,Zwickau,25562.6,29/10/2021 21:25,DEU
11059,4.01316E+12,0,4013156,Tutower Senf &amp; Feinkost GmbH &amp; Co. Verkaufs KG,Benkhauser Str. 42,94437,Mamming,39182.75,29/10/2021 21:25,DEU
11061,4.01316E+12,0,4013162,fit GmbH,Am Werk 9,2788,Zittau,156630.48,29/10/2021 21:25,DEU
11062,4.01318E+12,0,4013182,NABA Feinkost GmbH,Apfelring 1,99100,Gierstädt/Thüringen,77655.57,29/10/2021 21:25,DEU
11108,4.0132E+12,0,4013197,Cavendish &amp; Harvey Confectionery GmbH,Carl-Zeiss-Str. 14-16,24568,Kaltenkirchen,58994.9,29/10/2021 21:27,DEU
11109,4.0132E+12,0,4013200,RILA Feinkost-Importe GmbH &amp; Co. KG,Hinterm Teich 5,32351,Stemwede-Levern,18066.31,29/10/2021 21:27,DEU
11110,4.0132E+12,0,4013204,Feinschmecker Hefekloß GmbH,Georg-Richter-Straße 5,15234,Frankfurt a.d.Oder,72364.55,29/10/2021 21:27,DEU
11111,4.01321E+12,0,4013206,Süßmost &amp; Weinkelterei Hohenseefeld GmbH,Luckenwalder Str. 5 a,14913,Hohenseefeld,33626.97,29/10/2021 21:27,DEU
11137,4.01322E+12,0,4013222,Friweika eG,Lipprandiser Str. 27,8373,Remse,2805079.78,29/10/2021 21:28,DEU
11174,4.01323E+12,0,4013228,SCHILKIN GmbH &amp; Co. KG BERLIN Spirituosenherstellung,Alt-Kaulsdorf 1/11 Gutshof,12621,Berlin,36459.02,29/10/2021 21:29,DEU
11175,4.01323E+12,0,4013231,Weingut Sankt Urbans-Hof Ökonomierat Nik Weis,Urbanusstr. 16,54340,Leiwen,1397726.12,29/10/2021 21:29,DEU
11176,4.01324E+12,0,4013238,Höllberg-Brennerei Inh. Daniel Walter,Lohstr. 11,77704,Oberkirch,802555.03,29/10/2021 21:30,DEU
11177,4.01325E+12,0,4013246,Freiberger Brauhaus GmbH,Postfach 14 62,9584,Freiberg,10376836.27,29/10/2021 21:30,DEU
11178,4.01325E+12,0,4013249,Ma-Bu Süßwaren OHG,Ahrstr. 4,42117,Wuppertal,998110.15,29/10/2021 21:30,DEU
11179,4.01326E+12,0,4013256,Lichtenauer Mineralquellen GmbH,Brunnenstr. 11,9244,Lichtenau,1775334.13,29/10/2021 21:30,DEU
11180,4.01326E+12,0,4013259,Möwe Teigwarenwerk GmbH,Am alten Bahndamm 15,17192,Waren (Müritz),2782.48,29/10/2021 21:30,DEU
11183,4.01327E+12,0,4013265,Glockengold Fruchtsaft AG,Hirschrodaer Str. 13,6636,Laucha,410100.76,29/10/2021 21:30,DEU
11184,4.01327E+12,0,4013273,KESSEL medintim GmbH,"juristischer Sitz:Kelsterbacher Str 28,Verwaltung:Nordendsts 82",64546,Mörfelden-Walldorf,63621.92,29/10/2021 21:30,DEU
11185,4.01328E+12,0,4013276,Ostsee Fisch GmbH &amp; Co. Produktions- und Vertriebs KG,Hansestr. 12,18182,Bentwisch,8215.49,29/10/2021 21:30,DEU
11186,4.0133E+12,0,4013299,Satower Mosterei-Peters OHG,An der Mosterei 1,18239,Satow,194091.93,29/10/2021 21:30,DEU
11187,4.0133E+12,0,4013300,Unilever Deutschland GmbH Customer Development Operations,Neue Burg 1,20457,Hamburg,18463.98,29/10/2021 21:30,DEU
11188,4.01331E+12,0,4013313,Dr. Simone Adams,Altegasse 28,55218,Ingelheim,1349936.9,29/10/2021 21:30,DEU
11189,4.01332E+12,0,4013320,GEPA mbH The Fair Trade Company,Gepa-Weg 1,42327,Wuppertal,393287.78,29/10/2021 21:30,DEU
11195,4.01332E+12,0,4013322,Käserei Hausmann,Erfurter Landstr. 87,99095,Erfurt,28885.5,29/10/2021 21:30,DEU
11196,4.01333E+12,0,4013331,GmbH &amp; Co. KG,Rathenaustr. 4,51427,Bergisch Gladbach,3442.83,29/10/2021 21:30,DEU
11199,4.01336E+12,0,4013356,Global Cosmed domal GmbH,Ilmenauer Str. 12,99326,Stadtilm,28245.69,29/10/2021 21:30,DEU
11200,4.01338E+12,0,4013380,Mecklenburger Spirituosenfabrik G. Winkelhausen GmbH 18273 Güstrow,Rövertannen 21,18273,Güstrow,623031.22,29/10/2021 21:30,DEU
11237,4.0134E+12,0,4013400,BACARDI GmbH,Hindenburgstr. 49,22297,Hamburg,261119.68,29/10/2021 21:32,DEU
11238,4.0134E+12,0,4013404,Gera GmbH &amp; Co.KG,Am Flugplatz 4,7546,Gera,212909.13,29/10/2021 21:32,DEU
11251,4.01341E+12,0,4013409,Die frische Thüringer! GmbH &amp; Co. KG,Am Troistedter Weg 1,99428,Nohra,1967.24,29/10/2021 21:32,DEU
11252,4.01341E+12,0,4013413,Milasan GmbH,Am Kalischacht 3,19294,Malliß,230.71,29/10/2021 21:32,DEU
11260,4.01342E+12,0,4013423,Teigwaren Riesa GmbH,Merzdorfer Str. 21-25,1591,Riesa,4648.2,29/10/2021 21:33,DEU
11262,4.01344E+12,0,4013441,frunol delicia GmbH,Dübener Str. 145,4509,Delitzsch,13780.77,29/10/2021 21:33,DEU
11263,4.01346E+12,0,4013460,Erntebrot GmbH,Harthaer Str. 28,4720,Döbeln,1970.37,29/10/2021 21:33,DEU
11264,4.01347E+12,0,4013466,Bad Harzburger Mineral- brunnen GmbH,Am Zauberberg 3,38667,Bad Harzburg,67579.78,29/10/2021 21:33,DEU
11265,4.01347E+12,0,4013474,Chemische Fabrik,Bäckerstr. 4 - 8,32312,Lübbecke,3352.72,29/10/2021 21:33,DEU
11284,4.01349E+12,0,4013485,Ernst Krügermann GmbH &amp; Co. KG Spreew. Gurken-u.Sauerkrautkons.,Kampe 5,3222,Lübbenau,775492.74,29/10/2021 21:34,DEU
11285,4.01349E+12,0,4013486,Waldheimer Gewürze GmbH,Landsberger Str. 60,4736,Waldheim,2113994.04,29/10/2021 21:34,DEU
11286,4.01349E+12,0,4013488,Lehmanns Produktions GmbH,Am Wachauer Wäldchen 20,4416,Markkleeberg,1718.6,29/10/2021 21:34,DEU
11287,4.01349E+12,0,4013492,Allstedt,Schmiedestr. 9a / Oberröblingen,6526,Sangerhausen,45103.33,29/10/2021 21:34,DEU
11288,4.01349E+12,0,4013493,Meierei Horst eG,Bahnhofstr 44,25358,Horst,810662.05,29/10/2021 21:34,DEU
11290,4.01352E+12,0,4013520,Berliner Bürgerbräu GmbH,Müggelseedamm 164-166,12587,Berlin,1018637.62,29/10/2021 21:34,DEU
11303,4.01354E+12,0,4013535,französischer Weine m.b.H,Fliehburgstr. 23,56856,Zell-Barl,3682391.74,29/10/2021 21:34,DEU
11304,4.01355E+12,0,4013545,Salmen GmbH,Otto-Hahn-Str. 1-3,33161,Hövelhof,7346854.86,29/10/2021 21:34,DEU
